prolific_id,exit2_reason_changes,codes
666d9edc47ca746d72d772f3,"Responses by AI need to be explicitly told to the audience. In debates, MPs should not be allowed to give pre written responses by AI as this is an unfair and unscrupulous move.",ai_use_disclosed; ai_use_deceive; ai_use_limited
660fd68733720d48af43d1b3,I still think that if AI is used it absolutely needs to be specifically clear and as they are so good the only answer I would change is the last one from agree to strongly agree (specific circumstances question).,ai_use_disclosed; change; ai_good_quality
62b57d34b7bdc2d0835fab76,Now having read a contribution by an AI then I can see there may be argument that it is to be considered.  I still say that it should be explained that it is AI usage when it is.,ai_use_maybe; ai_use_disclosed
60fd29f9a87256295399a571,"I think some of the AI generated responses contributed more to the public debate than the authentic human response, especially the John Lewis curtains example. So perhaps AI does play a bigger role in debate than I initially thought.",ai_use_maybe; ai_valuable_contribution; human_quality_bad
6658b6cbe945182d30f9f835,One of the reasons that public debate exists is so that we can judge the moral character of those who we are voting to serve the country and make decisions on our behalf - therefore having AI in the space makes that more difficult. It's hard enough to know if people are being genuine without adding in additional factors. One of those AI generated answers was really good though - which makes it even worse in a way.,ai_use_no; ai_good_quality; people_lie; ai_use_defeats_purpose
6665d170e8e3fa729bcf381c,I now believe AI can provide valuable contributions but still believe they shouldn't be used.,ai_use_no; ai_valuable_contribution
6447a21bdb359b012f49465b,"I feel that, with anything, AI is an amazing tool but it needs to be monitored and disclaimed clearly. A lot of influence can come from it, good or bad depending on how it is utilised.

When a lot of it is influencing a lot of different people, spreading misinformation or something that isn't from the original source can be damaging.",ai_use_regulated; ai_use_disclosed; ai_misuse
6617d376619a2b4541498f2c,"Still not 100% sure about AI and Chatbots being used, there are pros and cons for them being used.",ai_use_undecided
65ba369a4bc6b2f1d6338e27,"I changed my response to the following ""I support the use of chatbots and AI in public debates"" from disagree to neutral as I had selected some AI responses as being more relevant and coherent. I changed it to neutral as I would need a lot more information to change it to agree.",ai_use_undecided'; ai_better_quality_relevance; ai_better_quality_coherence
6161c4cc2d4f503e8265038e,"I just changed 'I support the use of AI in debates' to agree from neutral, because I agree they can add value.",ai_use_yes
6671c7933ccf2789a44aa66b,"From what has been presented here I now think there is a role for Chatbots and AI to be used within public debates.  Some of the questions posed were interesting.  Some questions did have questionable sentences within them and some confusing statements but a combination of what Chatbots an AI construct, in collaboration with sources who can oversee and fact check what they have written is a possibility for future public debates.",ai_use_yes; ai_as_tool; ai_bad_quality_confusing_statements; ai_bad_quality_sentences
6655ecd3b5369fadf9c88349,I changed to answer that chatbots can be useful in debates - they were more coherent and relevant responses but do they reflect the real thoughts/feelings/wants of the person they're attributed to. We need to know if AI has been jused.,ai_use_yes; ai_better_quality_coherent; ai_better_quality_relevance; ai_use_disclosed
6664a70bf962b51495da41b8,I support the use of chatbots and AI now in Public Debate. Chatbots and AI can be useful in giving more researched and considered responses in Public Debates.,ai_use_yes; ai_good_quality_considered
6235af56808f1fc2e7b57c6a,i changed my answer to i support the use of chatbots and ai in debates to agree as I couldn't tell the difference between a real answer and ai and felt like a human answered the questions which such detail and accuracy which was highly impressive,ai_use_yes; ai_indistinguishable ; ai_good_quality_detailed; ai_good_quality_accuracy; emotion_impressed
604fa685e33606f9a0ee8189,"♡ i have changed the last question from agree to strongly agree, as i believe while i support the use of AI in many different areas, but i think to prevent misinformation especially in politics where tactics are used, strong regulation and transparency of AI must be regarded. otherwise, AI will lose it's reputation and be seen as biased especially in debates.",ai_use_yes; ai_misuse; ai_use_regulated; ai_use_disclosed
64a9858be9b52e570ffb3c1e,"I agree that AI can be used in a certain way for much about anything, as long as it's made clear that it has been used, but in terms of persuading someone in terms of politics, I fail to see how AI could be the reason you vote for a certain party.",ai_use_yes; ai_use_disclosed; ai_use_unclear
600a97750a20c621b3d6d358,"I support the use of chatbots and AI in public debates., went from Neutral to Agree.
Chatbots and AI can provide valuable contributions to public debates. , went from Neutral to Agree

n both cases AI can provide another and balanced point of view but it is subject to the inante rules imposed by the system developers so some caution is necessary. Real answers are provided on the fly under pressure so that has to be taken into any comparison.",ai_use_yes; ai_valuable_contribution; ai_good_quality_balanced; ai_better_quality_coherence_expected; ai_use_caution
59e7276d5de9b000017ed1c1,"After seeing the results, I believe that chatbots and AI can make valuable contributions to public debates, but there is still a question mark around the ethics of using them, ahead of human speakers.",ai_use_yes; ethical_concerns
66463e1634506c3ca42bec35,"Yes, at the sentence ""Chatbots and AI can provide valuable contributions to public debates.
"" I changed my judgement from agree to strongly agree because I realised that AI can develop a speech that is more pleasing to the ear and has a much better chance of influencing the public.",ai_valuable_contribution; ai_better_quality_fluency; ai_better_quality_convincingness
5a3c1f1ef9451a00011e6f4e,i see now that AI can provide a valuable contribution to debates and it seems in a more structured and informative way,ai_valuable_contribution; ai_better_quality_structure; ai_better_quality_informative
5bfaf2c95faf9d00019a52b8,"Following the responses, I feel that chatbots may be valuable if used constructively and that awareness of how the data was compiled is published.",ai_valuable_contribution; ai_data_source; ai_use_responsibly
6658c28dbc36ded0ffe4727d,"It was interesting that the answer I rated as the highest in all 3 categories was actually AI generated. This has shown me that AI and chatbots can provide valuable contributions to public debate, however it has made me even less supportive of using them for that purpose as it shows that a 'perfect' answer can be achieved far too easily.",ai_valuable_contribution; ai_use_no; ai_use_deceive
57308d1530a5560010ecbc1a,"I changed to strongly agree from agree on question ""chatbots and AI can provide valuable contributions to public debates"" as the answer provided by AI was better than some of the human answers.",ai_valuable_contributions
62d7443567d945a729647935,"I changed `Chatbots and AI can provide valuable contributions to public debates.` from disagree to agree due to how the information is conveyed in a very convicing manner and puts points across very well. I kept all of the other the same as the information is put across in a clear way, but it is important that every point put across is back up by facts and are not misleading",ai_valuable_contributions; ai_good_quality_convincingness; ai_good_quality_clarity; ai_fact_correctness
5ebd5fa512c47d04402403da,"I did change the answer to Chatbots and AI can make valuable contribution from disagree to agree. On reflection from what I have seen in the study, yes AI can make valuable contributions. I say contribution as it needs to be backed up by human involvement too. Also if AI is to be used, it has to be clearly marked and show how the information was gathered.",ai_valuable_contributions; ai_use_disclosed; ai_as_tool
65b9a002909e6b9bd3520066,I made some changes as when read and saw some of the AI answers they were significantly better than those that were not. So think maybe is a place for them but still feel that we should be aware in advise that AI.,change; ai_better_quality; ai_use_maybe; ai_use_disclosed
604d5e61486bd0622d2102c0,I felt some of my responses needed changing as I didn't realise that some of the more detailed and coherent debate responses to the questions were in fact generated by AI so that surprised me and pushed me to change some of my answers here. I do feel AI would be beneficial during debate.,change; ai_better_quality_detailed; ai_better_quality_coherence; emotion_surprised; ai_use_yes
6638d4ee19c87bca8a26a415,the answers were so well put i had to change my mind,change; ai_good_quality
6554e79557e3d6be08e32ceb,So I changed some of my responses. Some of the AI responses seemed reasonable and I thought they were genuine. In itself I'm ok with that but I think it's paramount to be told if something is AI generated otherwise I think it could become a dangerous situation in believing something is real when perhaps it isn't.,change; ai_good_quality_authenticity; ai_use_disclosed; ai_use_deceive; ai_use_danger
5f4dbedb586c80a9fced2996,"I changed my opinion on whether they can make a contribution to debates to neutral from because disagree because the AI answers were much more convincing than I expected, although I don't believe they can contribute new ideas as they can't think",change; ai_good_quality_convincingness; ai_worse_quality_novelty; ai_use_undecided
666e123eb6aff45cf5be575e,"I made a change to Number 1, as I realised after reviewing the detail results that I would not be able to confidently or accurately predict what was real commentary and what has been generated.",change; ai_indistinguishable 
596247c7b4a49e0001710d12,iI changed my answer concerning if AI can provide valuable contributions or not because i voted some answers highly thinking they were by a real person. Therefore i clearly thought they had a good point to make,change; ai_indistinguishable 
6660ac145314c0ab8eef7142,"Changed first answer to neutral, it seems its really hard to identify what is real and what isn't",change; ai_indistinguishable 
6658bacc7409f34c681ec3a9,"Yes, I changed some of my answers as I clearly cannot tell the difference between AI and real answers. I think it's fine to use AI but this has to be explicitly mentioned",change; ai_indistinguishable ; ai_use_yes;  ai_use_disclosed
5c559af233ed050001dffa66,"I am increasing ""agree"" to ""strongly agree"" on whether or not we should know what data the system was developed on. While it seems there is a positive to AI in this sort of debate, as it is political, and as the AI is not always on point compared to a human contribution, it should be more-easy to ascertain and scrutinise the AI and we can only do that with the fullness of information.",change; ai_use_disclosed; ai_use_maybe
604647daf93b230c5c1521f3,I made a minor change to initial answers but i line with my view that if chatbots are used deceptively they can be very convincing and ultimately abused.,change; ai_use_misuse
62f3b543dce069211e8e982c,"I have made one slight change to my ratings above - I now feel more strongly that AI should not be used in public debates. The clue is in the name - ""public"". Putting in AI generated comment is misleading at best.",change; ai_use_no; ai_use_defeats_purpose
666722d62b3848571df471ae,I would no longer say that you should use AI in a public debate. It is frankly alarming,change; ai_use_no; emotion_alarmed
665ebdcdf91370249a41afee,"I no longer disagree with the use of chatbots in debate, hwoever, I believe it is deceiving to not inform people if AI has been used or not. You may think higher of a person for their prepared answers when in reality its not there true words or feelings and its not their train of thought. A person would could be seen as less genuine for using AI.",change; ai_use_undecided; ai_use_disclosed; ai_misuse
666090b242bbaf78e6143f6e,"I made certain changes because chatbots can be useful in public debate. However, it must be made explicit and the data used should be known and reliable.",change; ai_use_yes; ai_use_disclosed; ai_data_source
665a31bc295a5ab4d0a349e8,"I changed my opinion on whether AI can provide valuable contributions to public debates from disagree to agree because it is clear that AI is able to imitate reasoning from economic and political statements in the past which gives it the imitation of good reasoning. From an accuracy point of view, this is fine. My initial worry is that the AI wouldn't be able to adapt to new topics but clearly, this isn't a massive problem. My only issue is that this would allow politicians to debate without authenticity or believing in their statements. It can also be argued that politicians were not authentic before AI.",change; ai_valuable_contibution; ai_use_imitates; ai_good_quality_reasoning; ai_good_quality_adapts_to_new_topics; ai_misuse; people_lie
5ac4b010f69e940001d97645,I changed my answer from disagree to agree for chatbots and AI providing valuable contributions to public debate because some of the points made in the chatbot responses were more coherent and relevant than those provided by the speaker.,change; ai_valuable_contribution; ai_better_quality_coherence; ai_better_quality_relevance
660f3427b7f778967b512e8b,"I am familiar with chatbots and AI.

changed from strongly agree to agree, as I has made mistakes in the survey",change; made_mistake_in_survey
660d6a1f4a7f1337de235daa,"To be honest I was dubious about the names of the ""politicians""-I could have been alot more wiser if I had looked the Politicians up to see if they really existed!
I put all my concentration into looking at the responses...so I will know better next time round!

Overall, I still feel that wherever AI is used in whatever area and field it MUST be stated....there is an urgency in having all AI regulated as of yesterday and we are in danger of releasing chaos on the human race without strict regulation.",context_to_distinguish; ai_use_disclosed; ai_use_regulated; ai_use_danger
6666fd54f2fee69fe282960e,"I was amazed that in every instance the AI contribution was more coherent: this made me change my mind about the value of AI in public debate, however I stick to my belief that this has to be made explicit.",emotion_amazement; ai_better_quality_coherence; ai_use_disclosed
659ea8c8d23b231204a14e63,"I am a bit confused with the results as the response I thought was not authentic contained a lot of spelling mistakes and bad grammar, some of which made no sense at all. I cannot imagine this being said on Question Time in response to the question.",emotion_confusion; quality_human_bad
5ee3be6ff942c407cd54e6ce,I was fooled by the use of AI and feel that it should be transparent if AI technology is used,emotion_deceived; ai_use_disclosed
652be58c7d5885fc2d4abe9e,"I was tricked by AI for some answers, i can only assume that other people would also be tricked.
If we are supplied with AI versions of what someone has said then what will happen as people speak as themselves less and less and are replaced by AI? It is imperative that we know, and we need to know where the AI data is coming from. As humans we change our minds, we a fluid and evolving, AI takes its information from a source/s and depending if it takes new data every time it will give us historic opinions.
Regulation is imperative and soon before we all get tricked.",emotion_deceived; ai_use_disclosed; ai_use_regulated; ai_data_source; ai_use_imitates; ai_use_deceive; ai_replace_humans
65107bf7698f1e129de87140,Some of the texts contributed to politicians and the speakers connivingly came across as being attributed to them which is scary. I therefore do not believe AI should have any role in public debates.,emotion_fear; ai_use_no; ai_indistinguishable 
56b78f11e77ebe000cbefe79,I was impressed by the summaries so do think there is a contribution to be made after all.,emotion_impressed; ai_use_yes
63cee98c7cce75401646795a,some of the response generated by AI shocked me.,emotion_shock
5db09b3a9611830016dd495b,"I fully believed the only AI response was the last one, because it used such language that tripped me up and made me believe it was an AI response, seeing that it was a 'real' response and the others where an AI was a shock to me and made me realise that AI is a lot better at being more authentic than I realised and it's given me a lot more trust in AI responses and considering that I thought the last response was AI and all the others weren't I now feel that I'm not as familiar with AI as I thought I was previously",emotion_shock; ai_indistinguishable; ai_better_quality_authentic; ai_not_as_familiar
56cf683331a5bc000de1d20e,I was surprised to see which of the responses had been generated by AI.,emotion_surprise
5ece9e3b3a19db0cf5af6692,Im surprised by how I chose the side of an AI however I believe somewhat AI can be more factually accurate wherein a human can be more opinion based.,emotion_surprise; ai_better_quality_accuracy; human_quality_good_own_opinion
660c1d15b19f4833ad06a1fa,"I was honestly surprised how logical and coherent some of the AI responses were. They actually seemed to provide some valuable insights into some of the questions asked, hence I changed a couple of my responses. I still strongly feel that where they are used, it's made explicitly clear how they are used and what data they have been trained on.",emotion_surprise; ai_better_quality_argumentation; ai_better_quality_coherence; ai_valuable_contribution; ai_use_disclosed; ai_data_source
6659683e96aa5518f741716e,I am surprised by the number of answers I was not able to pick up as chatbots. I feel that I am used to seeing the structure and sentences that a chatbot uses but in this instance the data training was able to provide very human responses.,emotion_surprise; ai_indistinguishable ; ai_good_quality_authenticity
5780d9a1900cc80001d2d1c2,I am surprised about some of the responces being from Chatbots and AI so maybe I am not as familiar with them as I thought,emotion_surprise; ai_not_as_familiar
5987030cfd8cca00015cbc26,"I use AI but I would not have thought some of those were AI, it is very  convincing and worrying anything could be said and we would not know if it was real now !",emotion_worry; ai_good_quality_convincing; ai_use_deceive
63e632b888bcbe9376df4f62,"No, the answers weren't in any way good, they were pretty poor all round - like the general tone of most responses by politicians who say nothing, having AI's say nothing for them is just the same pointlessness that we get from politicians (or even other voices who appear on question time)

The problem is the extremely low quality of all political rhetoric in the media today, that an AI can imitate it is not surprising, but calls more for a change in the standards of our journalists and politicians than it does on AI.",human_quality_bad; ai_bad_quality; bad_quality_does_not_matter
66338f4346e84e4f0469bc21,nope,no_change
664f7e5bbe54e083251e2950,I haven't made any changes.,no_change
66565f702a8c21be63eb93ce,I havent made any changes in it!,no_change
666f1aec64844fbd48cd89b8,I made no changes,no_change
66684b7b0db110cff622e000,No Changes made ;-),no_change
65ddeb426c748b12456eed89,I didn't make any changes. I feel my previous statements still stands true to what I believe.,no_change
656de94bf069f0a1446f47c5,i am happy with my answers,no_change
665834040679fe2bd2dfed71,No change,no_change
6658e2cb395c02efada6a7a1,none,no_change
65a14676a1df94188d79563d,No changes to my responses,no_change
6658e797b169774877e72acb,I haven't made changes. I am sticking to my previous response. :),no_change
65e4c3bb854b38d4312fed2f,I stick with my previous answers,no_change
663242fc4faf4b50dc89781f,none.,no_change
654f97432dbb8563cf98d7c3,No changes,no_change
66114f15e42d3086f6e81768,no i didnt,no_change
568e997ce3ef9e000ca204d4,did not make any changes,no_change
64873cf0cda9860975f25931,no,no_change
6009c2e026bf46086f1c7267,I didn’t,no_change
5f6b8c1f5622370b0c94d597,i haven't made any changes,no_change
5eb6d09db2c9c85dd30dc94e,I left them the same as before because my opinion has not changed,no_change
5ea32a0ea7b59a0c92e82ac8,"No, I haven not made any change because I still think the same",no_change
5ea07fc202b8bd05bb59bc38,I did not make any changes.,no_change
5ea0631f1b0f64012fefc637,I havent changed my views,no_change
5e766b0ba02ca51dfa1de797,no changes,no_change
5e66c77e8ebdaf4466e26326,No changes,no_change
5dfb7cbd01423f8a774d893b,no changes made,no_change
5dc5da21d999de45a504651b,No made no changes,no_change
5dc018fc2e1bfa4504eb4ce5,No I still agree with my responce.,no_change
5d696d1c55742f001af29220,I did not make any changes,no_change
5d2f85f28e588a0019164d77,I did not make any changes,no_change
5d1290103b20b0000102e8e3,No changes were made to my evaluation.,no_change
5c7eb988ac63960015004d03,NO HAPPY WITH ANSWERS,no_change
5c4b987538878c0001c7883b,No changes made,no_change
5bc690392885710001a0bb76,no changes,no_change
5bb20c4ce05c350001ef337e,I have not made changes.,no_change
5af6e439672ea800010d4e92,I made no changes,no_change
5996d2256b939900012d9f22,I feel strongly in my initial reaction.,no_change
5996cafd0ed7ae000199171d,No changes,no_change
5932e2c8b97ad00001745487,no changes,no_change
58bfee7de5869400018f5e9e,I'm still thinking the same about AI usage in public debates,no_change
57b6dfafe2d5a60001099543,none,no_change
56c9e4d9b30699000bd974a5,No changes that I would like to make,no_change
60375d67dde85cad87f3c99d,I made no changes to my evaluation.,no_change
60455b1578f6f36a3e8ea81c,I still have the same opinion.,no_change
5ecd36302b4d3c05d4cc1ba2,no changes,no_change
637545d6428d85daeedc3df5,I would stand by my original responses,no_change
63f7a2d8acd4b0cead8773e9,NO CHANGES MADE.,no_change
63e51e063af1cc5baf0c72ca,"I answer truthfully and to my best extent, and do not intend to change any part of my evaluation",no_change
63d7e13ef428005671c14564,I would not change any of the answer,no_change
63d79fcd741f9cfb2f87152f,I did not,no_change
63d16bb09fbf6b74afb1a010,no changes made,no_change
6310ccbda708843d8c079b6d,No changes made,no_change
62ac74b89eae51a5db4986b0,"No changes, I still think the same about the use of AI in public debates",no_change
66745cfbd6e10fd056860b83,I did not make any changes. I am fine with my answers.,no_change
60e85190b9cffd8fed0a064f,I don't want to change any of my evaluations thanks i stick by my decisions,no_change
61100c9dd41f288cd60f6415,No I wouldn't make any changes,no_change
593c25fc048d06000182f21b,I did not make any changes but it increased my respect for AI as the answers the chatbots generated were often better than those of the real speakers.,no_change; ai_better_quality
5ca102f57114700016da340d,made none but ai should be more coherent than a person thinking on thier feet,no_change; ai_better_quality_coherence; ai_better_quality_coherence_expected
6639531c6c171de1a0de2617,"I did not change any answers, however I did notice that the AI-generated answers were the ones I perceived to be most relevant (i.e., actually answering the question at hand), so they could instead be used as a training tool for public speakers to actually answers the questions put to them",no_change; ai_better_quality_relavance; ai_use_yes; ai_use_training_tool
63af557b3d4f219c3226b7d6,"No I wouldn't change my answers.  The AI answers were clearly good answers but if the individuals who are the ones to put in place relevant policies are not held to account themselves then what good is a ""good answer"".",no_change; ai_good_quality; ai_misuse
5bd2034025db7b000178ad8a,I haven't changed anything. I accept that AI can make believable contributions to debate but I worry that we are not being told when the author is AI and what information has been fed into it in the first place.,no_change; ai_good_quality_authenticity; ai_data_source; ai_use_disclosed; emotion_worry
63ebbb358ff6781d8dc68cdb,No I would not change my answers as even though I did not know it was AI it was believable enough to think it was a real person,no_change; ai_indistinguishable ; ai_good_quality_authenticity
